0	1	date
-97.41592	30.599448	10/30/1979
-92.921458	37.336332	09/01/1973
-94.546108	37.084652	04/01/1974
-92.33425	38.937799	06/01/1973
-94.63366	35.817263	06/01/1973
-89.885699	37.722972	04/01/1974
-93.225167	33.226519	08/01/1974
-92.413473	35.127358	05/01/1974
-92.577651	34.581553	04/01/1974
-93.310875	37.24721	12/01/1973
-93.248095	32.627691	07/01/1974
-92.26275	37.149916	02/01/1974
-92.845464	37.935869	02/01/1974
-94.769081	36.57897	04/01/1974
-90.790971	35.029877	09/01/1974
-93.718573	36.947616	04/01/1974
-89.640142	35.583664	10/01/1974
-89.855783	35.390412	07/01/1974
-90.511653	37.872662	10/01/1974
-94.349423	38.588583	10/01/1974
-89.553434	35.747529	11/01/1974
-91.887364	32.777717	02/01/1975
-90.972254	38.433333	02/01/1976
-94.221623	36.368584	10/01/1974
-91.777317	37.939184	02/01/1976
-91.548729	34.479278	09/01/1974
-96.920932	35.384301	08/01/1975
-88.745002	35.872336	07/01/1974
-88.535216	34.908824	08/01/1974
-88.895748	36.514801	08/01/1974
-88.782561	36.324103	10/01/1974
-97.425418	35.854994	02/01/1975
-94.234316	39.75388	02/01/1975
-95.452631	37.653335	11/01/1975
-88.851806	33.441823	04/01/1975
-97.933058	35.051213	07/01/1975
-88.562734	34.676487	04/01/1975
-88.659436	33.631959	09/01/1976
-93.984754	32.857636	08/01/1975
-94.739572	34.022301	06/01/1975
-88.459403	33.967824	04/01/1976
-91.613941	35.764825	03/01/1976
-88.91491	35.841499	03/01/1976
-95.96181	35.608125	09/01/1975
-89.632978	37.364007	11/01/1975
-96.652692	35.246473	06/01/1975
-92.375747	34.670081	03/01/1975
-94.410748	35.327836	04/01/1975
-92.407155	34.747626	03/01/1976
-92.828072	34.385231	02/01/1976
-90.675056	35.806744	08/01/1978
-97.143036	34.153414	07/01/1975
-95.322847	35.770263	07/01/1975
-94.968192	33.136035	11/01/1975
-97.932608	35.848903	02/01/1976
-94.117647	33.659928	05/01/1976
-99.443183	35.411701	08/01/1976
-93.554045	39.777542	04/01/1976
-97.29936	36.81142	04/01/1976
-97.051458	36.123412	10/01/1976
-93.258547	37.239942	11/01/1977
-97.366159	35.029998	07/01/1976
-94.71564	31.358708	09/01/1976
-94.341961	35.348672	05/01/1976
-95.071379	33.611759	05/01/1976
-88.359032	36.866705	06/01/1976
-94.200566	36.052306	09/01/1976
-91.07074	39.433396	10/01/1976
-94.940109	32.746034	03/01/1976
-96.589689	33.707891	07/01/1976
-95.509797	33.661538	06/01/1976
-92.708368	32.227875	03/01/1977
-99.381687	36.414557	10/01/1976
-95.745164	34.913535	03/01/1977
-90.574939	38.154223	12/01/1976
-89.980849	34.832285	10/01/1976
-89.968554	34.624603	08/01/1977
-89.664318	36.19748	01/01/1977
-91.694259	35.250431	01/01/1977
-96.192354	33.592867	05/01/1977
-92.294135	38.956096	03/01/1977
-91.618789	36.25054	01/01/1977
-88.446906	36.001984	05/01/1977
-98.244438	35.057896	06/01/1977
-94.655301	31.649003	02/01/1977
-89.02213	34.250798	02/01/1977
-94.784436	32.159326	05/01/1977
-91.894033	37.259569	03/01/1977
-91.952974	33.136169	04/01/1977
-95.884116	36.293026	02/07/1978
-91.895726	34.795082	09/01/1977
-93.067716	31.752704	10/01/1977
-92.853593	33.585066	11/01/1977
-91.030836	38.546345	07/01/1977
-90.046548	37.985054	10/01/1977
-80.755079	28.394482	10/15/1985
-89.680555	35.0459	11/01/1977
-88.949519	34.722679	07/01/1977
-88.307303	36.283453	11/01/1977
-98.648058	36.797537	11/01/1977
-93.350579	37.182903	02/01/1977
-95.264717	31.953321	03/14/1978
-94.42351	33.448665	08/08/1978
-91.037917	33.405817	06/01/1979
-89.114342	33.175272	10/01/1977
-94.255951	39.038534	02/01/1978
-97.137213	33.641145	07/21/1993
-96.849791	37.882633	11/01/1977
-89.884439	37.831215	07/01/1977
-92.582368	40.214976	07/01/1977
-90.040789	36.236614	07/01/1977
-87.053601	35.596441	09/15/1981
-94.977095	29.749644	01/22/1985
-94.2633	39.331554	07/01/1977
-89.186425	37.73534	07/01/1977
-90.641222	40.458596	07/01/1977
-88.987588	38.622524	07/01/1977
-89.397723	40.157926	07/01/1977
-90.244319	39.723223	07/01/1977
-89.954797	38.514528	07/01/1977
-93.070888	39.790852	08/29/1978
-87.885889	37.110323	02/14/1978
-89.103355	32.771188	03/28/1978
-96.627313	33.222766	03/28/1978
-96.464213	36.317854	03/21/1978
-94.739412	37.006126	04/04/1978
-93.844736	35.502268	06/01/1978
-96.247637	35.072406	07/18/1978
-97.0988	32.007636	09/12/1978
-97.48443	35.220425	11/01/1977
-89.667248	39.182687	05/16/1978
-94.015091	30.905547	10/10/1978
-89.735503	33.471565	05/15/1979
-88.969827	37.74193	03/27/1979
-97.012005	33.045681	09/05/1978
-88.571497	35.139496	04/10/1979
-93.267125	38.709207	10/03/1978
-97.339667	32.529497	10/17/1978
-97.760235	35.49673	10/31/1978
-89.703527	38.140855	12/05/1978
-88.960256	38.312227	06/13/1978
-96.994754	34.506304	10/24/1978
-94.182678	33.113989	10/17/1978
-97.972644	35.510946	10/10/1978
-97.360422	32.360272	09/19/1978
-90.536864	35.690659	10/31/1978
-93.71448	35.291909	12/05/1978
-96.645828	34.781583	09/19/1978
-96.137671	34.370641	09/19/1978
-89.222618	37.463057	11/21/1978
-94.471038	39.22342	12/05/1978
-90.595304	36.411387	11/28/1978
-95.436583	31.316108	02/01/1979
-89.167463	37.354718	11/14/1978
-87.060804	35.204108	02/13/1979
